District,Venue_name,Venue_cat
Kakskerta,our ⭐️⭐️⭐️⭐️⭐️ hotel,Bed & Breakfast
Kakskerta,Merimaja,Campground
Kakskerta,sysimetsien beach,Beach
Kakskerta,Vieras mökki,Summer Camp
Kakskerta,Iiriksen Kartano,Farm
Kakskerta,axun kämänen paatti,Dive Spot
Kakskerta,Le kakskerta,Farm
Kakskerta,Riippukeinu,Garden
Kakskerta,costa del sol,Beach
Kakskerta,Pizzalinen mökki,Beach
Kakskerta,Charmanderin Mökki,Farm
Kakskerta,anskun pehmonen sänky,Bakery
Kakskerta,Henrys Holiday Cabin,Rest Area
Kakskerta,angstikappeli,Assisted Living
Kakskerta,saaran tramppa,Playground
Kakskerta,Juuso's bastu & laituri,Castle
Kakskerta,mögsä,Assisted Living
Kakskerta,Isosaari,Resort
Kakskerta,botski⚓️🚤,Boat or Ferry
Kakskerta,Märkä Möksä,Hot Spring
Kakskerta,camillan mamman rantakoti,Bath House
Kakskerta,Brinkhallin Rantasauna,Sauna / Steam Room
Kakskerta,Micon sininen paholainen😈,Moving Target
Kakskerta,bataramobiili,Moving Target
Kakskerta,Mummin merenranta mökki,Hotel
Kakskerta,Paatti,Boat or Ferry
Kakskerta,Villa Vapparn 🏠,Comedy Club
Kakskerta,Keskitalo,Resort
Kakskerta,mökki paatti,Boat or Ferry
Kakskerta,merellääää🚣,Boat or Ferry
Kakskerta,Jahti,Moving Target
Kakskerta,myllerin  2times hoodit :3,Auto Garage
Pikisaari,Silja ensiapu,Boat or Ferry
Pikisaari,Ruissalon Juhlasali,General Entertainment
Pikisaari,Ruissalon Kansanpuisto,Park
Pikisaari,Peter Thorwösten Leikkipaikka,Playground
Pikisaari,M/S Viking Grace,Boat or Ferry
Pikisaari,Hirvensalo,National Park
Pikisaari,Jänessaari,Island
Pikisaari,Finnlink,Boat or Ferry
Pikisaari,Camillan Vene,Boat or Ferry
Pikisaari,niken kotii😼,Nightclub
Pikisaari,Luotsituvanaukion terde 🌞🍹,Lounge
Pikisaari,Möksän parvi♥,Housing Development
Pikisaari,Kalle's place,Nightclub
Pikisaari,Anskun terde ☀️,Bathing Area
Pikisaari,Marjaanan käsityöluokka,Student Center
Pikisaari,pysäkki 127,Bus Stop
Pikisaari,Intiaaniväijy,Scenic Lookout
Pikisaari,Aleksin valtakunta,Building
Pikisaari,iriksen ruokamesta,Burger Joint
Pikisaari,Patrician Huone,Other Nightlife
Pikisaari,vesipojat,Beer Garden
Pikisaari,Rantalenkki,Sports Bar
Pikisaari,Terrassen Mat & Bar,Restaurant
Pikisaari,Silja Galaxy,Boat or Ferry
Pikisaari,silja line,Beer Garden
Pikisaari,S/Y TMX,Boat or Ferry
Pikisaari,s/y Möte,Boat or Ferry
Pikisaari,Hege's,Wine Bar
Pikisaari,Neean jillailu mesta,General Entertainment
Pikisaari,pippalot,College Auditorium
Pikisaari,jusun kia,Bus Stop
Pikisaari,Någå Random Porvari Hus,Castle
Pikisaari,Ruissalo,Pool
Pikisaari,Möksäpöksä♥,Club House
Pikisaari,Airisto Segelsällskap i Åbo,Club House
Pikisaari,Krapulaluola,Cocktail Bar
Pikisaari,kk's place,Lounge
Pikisaari,Eskilstuna,Housing Development
Pikisaari,Arola Työmaa,Residential Building (Apartment / Condo)
Pikisaari,Rikhards,Gastropub
Pikisaari,Aletta's fluffy mat,Lounge
Pikisaari,Aletta's living room,Movie Theater
Pikisaari,Krisun Mestat,Nightclub
Pikisaari,New kennillä,Beach Bar
Pikisaari,Kristianin Mökkitie,Trail
Pikisaari,Isoveljen Koti👨,Housing Development
Pikisaari,Hönön luksuslukaali,Lounge
Pikisaari,Lotan terde 💗,Bathing Area
Pikisaari,määttäsen koti😂,Speakeasy
Pikisaari,Ruissalon kartano,Residential Building (Apartment / Condo)
Pikisaari,vene⛵️,Boat or Ferry
Pikisaari,Ilona Emirates,Shrine
Pikisaari,Pysäkki 1484,Bus Stop
Pikisaari,Långes,Pier
Pikisaari,bussipysäkki,Bus Stop
Pikisaari,Karhumetsä,Burrito Place
Pikisaari,Aletan keittiö,Australian Restaurant
Pikisaari,random luokka aboamare,College Academic Building
Pikisaari,Koiran kanssa lenkillä,Dog Run
Pikisaari,Samin Rakkausluukku,Afghan Restaurant
Pikisaari,Bunker Hills,Mountain
Pikisaari,jänessaaren pellot,Field
Pikisaari,Metsä🍃,Forest
Pikisaari,fb ettan headquarters 2,College Classroom
Pikisaari,Arolankaari,Building
Pikisaari,Luonnontieilijöiden jouluristeily,Rest Area
Pikisaari,A's kitchen,Bakery
Pikisaari,Patrician terassi,Playground
Pikisaari,Erikslund shopping centre,Shopping Mall
Pikisaari,montinien vessa,Public Bathroom
Pikisaari,s/y Verdandi,Boat or Ferry
Pikisaari,Äidin mersu,Travel Lounge
Pikisaari,A's sauna,Sauna / Steam Room
Pikisaari,Jere's Uss Liberty Brändö,Boat or Ferry
Pikisaari,Isän auto,Travel Lounge
Pikisaari,juottoluola;-),Boat or Ferry
Pikisaari,Nordsö IV,Boat or Ferry
Pikisaari,silja line sviitti,Cruise Ship
Pikisaari,Vauhtivene,Cruise Ship
Itäharju,Lidl,Supermarket
Itäharju,Big Boys,Gym
Itäharju,Leipomo Rosten,Cafeteria
Itäharju,Päivin Grilli,Fast Food Restaurant
Itäharju,Rhapsody,Restaurant
Itäharju,Macron Store,Sporting Goods Shop
Itäharju,"Postilokerot, Itäharju",Post Office
Itäharju,FC TPS Turku Oy,Office
Itäharju,Toppinen Oy Konehuolto,Hardware Store
Itäharju,Leipomo Rostenin myymälä-kahvio,Bakery
Itäharju,Itäharjun lounasravintola ILO,Diner
Itäharju,M&M Kuntotalo,Gym / Fitness Center
Itäharju,Autopalvelu Sherif,Automotive Shop
Itäharju,kebab pizzeria ilo,Fast Food Restaurant
Itäharju,Autiotalo,General Entertainment
Itäharju,Teboil Express,Gas Station
Itäharju,Inn22,Motel
Itäharju,Hope Yhdistys,Kids Store
Itäharju,Leipomo Rosten Konttori,Office
Itäharju,rakennustoimisto lunden,Office
Itäharju,Joogakeskus Himalaja,Yoga Studio
Itäharju,Great Skate Hockey Supply Company,Sporting Goods Shop
Itäharju,Ramirent,Hardware Store
Itäharju,Moon Dance,Dance Studio
Itäharju,Damon Autopesula,Car Wash
Itäharju,Noisecamp Studio / Musamuusa,Building
Itäharju,Byggmax,Hardware Store
Itäharju,KMG Printworks,Building
Itäharju,Big Boy Boxing,Sports Club
Itäharju,Komeetta 🎮❤️,Arcade
Itäharju,Poppikone,Electronics Store
Itäharju,Careless Imagen treenikämppä,Recording Studio
Itäharju,Viherpesu Oy,Laundry Service
Itäharju,Big Boy,Gym
Itäharju,Ala-asteen UJ-pyhättö,Hockey Field
Itäharju,Taukotila,General Entertainment
Itäharju,Rudus,Factory
Itäharju,airisto center parainen,Harbor / Marina
Itäharju,EJP-WORKS verstas,Warehouse
Itäharju,Rautakadun vappupippalot,Beer Garden
Itäharju,pysäkki 844,Bus Stop
Itäharju,Hemmon kuljetus Ky,Transportation Service
Itäharju,meltsin kaksio 🍔,Strip Club
Itäharju,Voimakatu 6,Gym
Itäharju,ICT tönö,Adult Education Center
Itäharju,Kanava 🎮❤️,Community Center
Itäharju,Redhouse Recording Studio,Music Venue
Itäharju,Bunker Amp Studios,Music Venue
Itäharju,Moskeija Ashti🌙,Cultural Center
Itäharju,Mattoliike Sepri Oy,Furniture / Home Store
Itäharju,Bad Kings Throneroom,Coworking Space
Itäharju,Pikkunivel,College Classroom
Itäharju,Viherkeidas,College Classroom
Itäharju,Tutkari,College Classroom
Itäharju,Mainostoimisto KMG Turku,Office
Itäharju,Seinälevy Oy,Building
Itäharju,Suunnittelutoimisto SitG,Office
Itäharju,Business Hotel,Office
Itäharju,Marttakerho Oy,Burrito Place
Itäharju,M&S Hierontapalvelu,Medical Center
Itäharju,Tujen toimisto,Office
Itäharju,m&m huoltotiimi,Medical Center
Itäharju,riihimäc bastuklubben,Sauna / Steam Room
Itäharju,Rautasauna,Sauna / Steam Room
Itäharju,Pysäkki 843,Bus Stop
Itäharju,Pysäkki 873,Bus Stop
Itäharju,Ferratum,Social Club
Itäharju,Posti,Post Office
Itäharju,Voimakadun jakelutoimipaikka,Post Office
Itäharju,Rautakadun Pilvenpiirtäjä,Building
Itäharju,Turun Fysiokulma,Physical Therapist
Itäharju,A314,College Classroom
Itäharju,Byrå,Business Center
Itäharju,Oona's 🏡,Animal Shelter
Itäharju,bussipysäkki,Bus Stop
Itäharju,Nicelife,Gym / Fitness Center
Itäharju,Tuulensuunpuisto,Park
Itäharju,Mainostoimisto Rautaviisi,Office
Itäharju,lounais-suomen tietojakelu,Law School
Itäharju,Labrox,Factory
Itäharju,Puuha Group Oy,Office
Itäharju,Lisäätilaa,Building
Itäharju,Mattomies Oy,Advertising Agency
Itäharju,Salainen skede spotti,Skate Park
Itäharju,elian swägä🚙,Cable Car
Itäharju,mamilla🍴,Buffet
Itäharju,Piispanristin kirpputori,Flea Market
Itäharju,R5 Summercamp,Performing Arts Venue
Raunistula,As Oy Turun Tyyki,Building
Raunistula,Saramäentie 1,Dog Run
Raunistula,akatemian bussi,Bus Line
Raunistula,as oy Turun Puuvilla,Residential Building (Apartment / Condo)
Raunistula,Ida's place,Residential Building (Apartment / Condo)
Raunistula,Bando,Strip Club
Raunistula,BB-talo,Strip Club
Raunistula,Mikin Keittiö,Diner
Raunistula,Mullintien hammaspäivystys,Dentist's Office
Raunistula,у шена,Housing Development
Raunistula,M&M hoodit,Lounge
Raunistula,Virusmäentie,Dog Run
Raunistula,Kristan Piha,Art Gallery
Raunistula,Le Penthouse,Residential Building (Apartment / Condo)
Raunistula,MyMatilda beauty,Spa
Raunistula,Pysäkki 273,Arcade
Raunistula,Faijan Mazda,Rental Car Location
Raunistula,Asunto Oy Turun Villa,Assisted Living
Raunistula,Dee's,Strip Club
Raunistula,casa de V&V,Residential Building (Apartment / Condo)
Raunistula,Posti Ramppis,Trailer Park
Raunistula,Sagan Molokolo,Karaoke Bar
Raunistula,Ellin koti💜,Nightclub
Raunistula,Kummisetä,Bar
Raunistula,hiekkakenttä,Park
Raunistula,Aivöri Tauvör,Assisted Living
Raunistula,EK (elämänkoulu),Strip Club
Raunistula,"Viinatrokarin mielitetyn, Aune Siviän Myöhempien Aikojen Majatalo",Bed & Breakfast
Raunistula,Reiskan hima🌚💙,Assisted Living
Raunistula,Janikan Sänky 👌,Assisted Living
Raunistula,Katan luola,Assisted Living
Raunistula,Nostokurki,Factory
Raunistula,mummin koti,Buffet
Raunistula,Bussi 22M,Bus Line
Raunistula,Föli Bussi 82,Bus Line
Raunistula,Kontu,Sports Bar
Raunistula,Shannan Residenssi,Residential Building (Apartment / Condo)
Raunistula,koiran kusetus reissu,Dog Run
Raunistula,dogin lenkitys operaatio😅,Dog Run
Raunistula,kastun ärrä,Carpet Store
Raunistula,Maijan majatalo,Motel
Raunistula,Emmin Auto🚗💨,Fair
VIII,Kakolanmäki,Hill
VIII,Portsan ylämaat,Residential Building (Apartment / Condo)
VIII,Heidin Laboratorio,Cocktail Bar
VIII,Turun lääninvankila,Prison
VIII,Hotel Kakola,Hotel
VIII,Puutarhakatu,Building
VIII,Legendaarinen Es Katos,Parking
VIII,K-market,Grocery Store
VIII,Ruben,Restaurant
VIII,Kakolan kruunu,Café
VIII,Café Kakola,Café
VIII,Sofiankadun Päiväkoti,Daycare
VIII,Hartelan Töimaa Kakolankallio,Housing Development
VIII,otto automaatti,ATM
VIII,finkino sali 5,Movie Theater
VIII,Portsan pihamarkkinat,Flea Market
VIII,Tuomaksen äitin sauhu Opel,Moving Target
VIII,TYKS TE5,Hospital
VIII,namin ökymersu,Moving Target
VIII,sofiankatu 6,Residential Building (Apartment / Condo)
VIII,Takahuone,Café
VIII,As Oy Lämpölä,Residential Building (Apartment / Condo)
VIII,IN LKV Oy,Office
VIII,Pysäkki 170,Bus Stop
VIII,tulosten keittiö,Buffet
VIII,Parturi-kampaamo Jokila,Salon / Barbershop
VIII,As Oy Kakolanrinne,Residential Building (Apartment / Condo)
VIII,smiixi's penthouse,Strip Club
VIII,Jempun Keittiö,Restaurant
VIII,tuukan rappukäytävä,Lounge
VIII,Turun lääninvankilan kirkko,Church
VIII,Valkoinen talo,Building
VIII,Iidan luola,Nightclub
VIII,Emilin Luola,Strip Club
VIII,Katu,Other Great Outdoors
VIII,sänky,Event Space
VIII,portsan keinu,Playground
VIII,Katin mahtiwolkku 🚙,Transportation Service
VIII,kotimatkalla,Moving Target
VIII,Oriflame,Cosmetics Shop
VIII,suihku❤️💦💦,Hot Spring
VIII,Pysäkki 208,Bus Stop
VIII,Kiinteistönvälitys Näytönpaikka,Office
VIII,Absorber,Office
VIII,rakkauden alttari,Garden
VIII,Tupakkipaikka,Smoke Shop
VIII,viemäri,Field
VIII,Odella,Building
VIII,inkan gourmet keittiö 🍪❤️,Bakery
VIII,Arvinkatu 1,Building
VIII,topeliuksen alakoulun piha,College Administrative Building
VIII,topeliuksen koulu,College Academic Building
VIII,topeliuksen school,College Academic Building
VIII,sofiankadun päiväkoti,Daycare
VIII,kokeet,Student Center
VIII,Vanasadama Jahisadama,Harbor / Marina
VIII,toinen koti💜,Club House
VIII,Pysäkki 169,Bus Station
VIII,inkan gourmet ravintola 🍝✨,Buffet
VIII,jussien työmaa,Factory
VIII,vilin vintti🎩,Nightclub
VIII,_jysäri_,Residential Building (Apartment / Condo)
VIII,jennan sänky,Nightclub
Oriniemi,Oriniemi,Other Great Outdoors
Oriniemi,Astrum Vene S-Marin,Harbor / Marina
Oriniemi,soutuvene,Boat or Ferry
Oriniemi,Kyydisä,Moving Target
Oriniemi,iskän auto🚓,Moving Target
Oriniemi,Mökilläää,Farm
Oriniemi,On the Boat,Lake
Oriniemi,Sanen Seksiluola,Gay Bar
Oriniemi,Serkkujen möksä,Cave
Oriniemi,Yöllinen Tie,Gay Bar
Oriniemi,juulian leffateatteri💥,Nightclub
Oriniemi,Kostamon PS4 luola,Nightclub
Oriniemi,perla's💜,Trailer Park
Oriniemi,juulian vierashuone,Strip Club
Oriniemi,bussipysäkki 414,Bus Stop
Oriniemi,Leirikoulu Metsätähti,Other Great Outdoors
Oriniemi,kostamojen piha,Botanical Garden
Oriniemi,bussipysäkki 315,Bus Stop
Oriniemi,pysäkki 315,Bus Stop
Oriniemi,Suunnistusmetsä 🏃😅,Recreation Center
Oriniemi,Botski ⚓🚢,Boat or Ferry
Oriniemi,Oy Lehtienjako Ab,Jewelry Store
Oriniemi,lemmenpesä,Well
Oriniemi,akvaario,Botanical Garden
Oriniemi,Vuorten mökki 🏡,Garden
Oriniemi,sinnan tramppa,Playground
Oriniemi,Salminen&Elomaa pysäkki,Bus Station
Oriniemi,isin nopein ovlov❤️,Rental Car Location
Oriniemi,Kivigrilli,BBQ Joint
Oriniemi,Anni's place 🏯,Nightclub
Oriniemi,Issun Huvila,Cocktail Bar
Oriniemi,mamman keittiö,Café
Oriniemi,AA:n juicy kimppasänky,Strip Club
Oriniemi,abben mökki,Trailer Park
Oriniemi,Sea Doo Aqua Lounge 😎,Lounge
Oriniemi,oonan mamman herkkukeittiö,Café
Oriniemi,ossi's,Trailer Park
Oriniemi,Apajantie,Trailer Park
Oriniemi,pysäkki 317,Bus Stop
Oriniemi,Itsemurhakeskus,Lighthouse
Oriniemi,Villa Räyhälä,Spiritual Center
Oriniemi,inezin sohva🐘,TV Station
Oriniemi,Lehtienjako Lehdonkivi Oy,Lawyer
Oriniemi,Tilausajo,Bus Stop
Oriniemi,nean laituri😎,Pier
Oriniemi,pysäkki 1430,Bus Stop
Oriniemi,inzu's työpöytä📚,College Classroom
Oriniemi,Haarlan Koulu,High School
Oriniemi,Jaken möksä😆,Baby Store
Oriniemi,Tomtebo,Professional & Other Places
Oriniemi,Vodka Rica,New American Restaurant
Oriniemi,palju,Palace
Oriniemi,Villa Saarela,Beach
Oriniemi,Villa Rauhala,Other Great Outdoors
Oriniemi,kaivoisten ranta,Beach
Oriniemi,adan laituri,Beach
Oriniemi,Kesäterassi,Garden
Oriniemi,Lindan Kesäkartano,Summer Camp
Oriniemi,salosten sisäpiha,Forest
Oriniemi,inezin parveke😛,Field
Oriniemi,mummin ja ukin terassi💐,Other Great Outdoors
Oriniemi,perkola,Forest
Oriniemi,Tihuniemi,Other Great Outdoors
Oriniemi,Rantalaituri,Beach
Oriniemi,parvekeel😎,Forest
Oriniemi,Jaa'a Kimin 5/5 IKEA tuoli,Rest Area
Oriniemi,Laituri,Lake
Oriniemi,jonku vitu roosa ja lota synttäreil,Assisted Living
Oriniemi,Prestige Jeanneau T55019 ⚓️,Boat or Ferry
Oriniemi,Villa koponen,Casino
Oriniemi,haarlahdentie,Bath House
Oriniemi,Taksi Nordberg,Moving Target
Oriniemi,mun masterchef keittiö✋🏼,Buffet
Oriniemi,Jossain Keskellä Merta⛵,Boat or Ferry
Oriniemi,Lenkillä,Recreation Center
Oriniemi,Kawasaki,Moving Target
Oriniemi,Kulkkilanranta,Harbor / Marina
Oriniemi,Helmarin,Boat or Ferry
Oriniemi,Turboligier,Moving Target
Oriniemi,Mökin urheilukenttä 🏃🏽,Recreation Center
Oriniemi,Siinan vene ⚓️,Boat or Ferry
Oriniemi,Lemanse,Racetrack
Oriniemi,Jazz,Boat or Ferry
Oriniemi,Antin Marina,Harbor / Marina
Oriniemi,C8,Racetrack
Oriniemi,Ooppeli,Moving Target
Oriniemi,S-Marin Oy,Other Repair Shop
Oriniemi,Oriniemen näköalapaikka,Other Great Outdoors
Oriniemi,Margareta,Field
Oriniemi,Oriniemen retkeilymaja,Campground
Oriniemi,suihku🚿,Bathing Area
Oriniemi,Aurinkolahti,Other Great Outdoors
Halinen,K-market Halinen,Grocery Store
Halinen,Halisten Koulu,School
Halinen,Halisten päiväkoti,Daycare
Halinen,mun takapiha,Beach
Halinen,Rautakautinen Kalmisto,Historic Site
Halinen,Halisten Matonpesupaikka,Park
Halinen,Pillin Biksi,Other Nightlife
Halinen,Aino's palace,Nightclub
Halinen,Halisten leipäjono,Scandinavian Restaurant
Halinen,Kuolema,Bar
Halinen,Dalton's,Prison
Halinen,Tiian kauneussalonki 💄,ATM
Halinen,allun partyhouse🎉🍺,Nightclub
Halinen,halisten päiväkodin piha,Trailer Park
Halinen,bussi 73,Bus Line
Halinen,turun monaco,Castle
Halinen,Eemelin Mutsin Koti,Assisted Living
Halinen,Pysäkki 1630,Bus Station
Halinen,Lepotila,Residential Building (Apartment / Condo)
Halinen,Ghetto Paratiisi,African Restaurant
Halinen,skandinavia,Housing Development
Halinen,Mummola💗,Residential Building (Apartment / Condo)
Halinen,Nirhasel,Bar
Halinen,Kuntoilu Parkki,Parking
Halinen,1628 kardinaalikatu,Bus Stop
Halinen,Työukkoje Pommisuoja,Campground
Halinen,Tuksun riisipelto,Farm
Halinen,masa's cave,Pub
Halinen,Halisten maalausmestat,Field
Halinen,мой новый будуар🎀,Shrine
Halinen,Bussi Pysäkki,Bus Stop
Halinen,min säng🛌💌,Real Estate Office
Halinen,dulufin mesta😎,Nightclub
Halinen,Karpiokatu 1,Residential Building (Apartment / Condo)
Halinen,Sara & Roza's place,Arepa Restaurant
Halinen,Pihakatos,Housing Development
Halinen,Halisen Maja,Bar
Halinen,Lenkki Polut,Bathing Area
Halinen,Punaviini talo,Cocktail Bar
Halinen,1630 legaatinkatu,Bus Stop
Halinen,Halisten kahvihuone ☕️,Café
Halinen,Julinin Puisto,Playground
Halinen,casa de hussein❤️,Residential Building (Apartment / Condo)
Halinen,Närhen Pesä,Strip Club
Halinen,katan ja katrin linnake,Residential Building (Apartment / Condo)
Halinen,maila's,Beer Bar
Halinen,mailan kotiteatteri,Movie Theater
Halinen,Johtaja Oportan asunto,Nightclub
Halinen,Blertis' Mansion,Nightclub
Halinen,Harkkapaikka,Office
Halinen,Barham's place,Warehouse
Halinen,Nancy's forest,Other Great Outdoors
Halinen,Huoltosiivous Turku,Building
Halinen,Franssin Kenttä⚽️,Soccer Field
Halinen,halisten koulun piha,School
Halinen,Saidin unregistered car jota kytät aina pysäyttää,Moving Target
Halinen,Royn vihreä farkkumondeo,Fair
Halinen,Dianan Vauhti Volkari,Auto Dealership
Halinen,Mammakeidas,Professional & Other Places
Halinen,siskon koti❤️,Assisted Living
Halinen,Said's,Assisted Living
Halinen,Dianankämämaja😂🙈,Building
Halinen,Shs Huoltosiivous,Building
Halinen,Samuelin Ja Ilun Lukaali,Rest Area
Halinen,vainlilujutut,Public Art
Halinen,Mamma's & Pappa's House,Assisted Living
Halinen,koti ❤️,Building
Halinen,Kaveril,Beer Garden
Halinen,K-Market,Grocery Store
Halinen,Mamman gourmet keittiö,Buffet
Halinen,akin lintta e36,Moving Target
Halinen,Tiian suihku 🚿,Water Park
Halinen,P:n Vauhtikiituri🚜🚜🚜,Moving Target
Halinen,iskän vauhtiauto,Boat or Ferry
Halinen,Anuarin bilebemmi🎉,Transportation Service
Halinen,helvetin pesä,Nightclub
Halinen,Pysäkki 1628,Bus Stop
Halinen,Halisten Kentäl,Hookah Bar
Halinen,Missä Vitussa Mä Olen,Bus Stop
Halinen,mikon nopee dodge,Cable Car
Halinen,rezu sänky,Hookah Bar
Halinen,Pumpil💪🏼,Stadium
Halinen,Aku's Place😜,Nightclub
Halinen,Halisten päättäri,Bus Stop
Halinen,Opetuskoti Mustikka,Event Space
Halinen,Ghetto pesula,Warehouse
Halinen,serkun kämppä😎,Building
Halinen,Royn grillauspaikka,BBQ Joint
Halinen,tiian lattia,Gay Bar
Halinen,meijän olohuoneen iso sohva,Lounge
Halinen,Tiian kellari🔪,Nightclub
Halinen,Dianan pehmosohva❤,Building
Halinen,Pysäkki 1633 Paavinkatu,Bus Station
Halinen,Autopesu Neste Oil,Car Wash
Halinen,Annan ja Jessen kämppä :D,Comedy Club
Halinen,A-välitys,Coworking Space
Halinen,koriskenttä,Baseball Field
Halinen,Tiian piha🏡,Garden
Halinen,Tiian grillikota,Forest
Halinen,Tiia's place,Assisted Living
Ilpoinen,Ilpoistenkallio,Residential Building (Apartment / Condo)
Ilpoinen,Peltolan siirtolapuutarha,Garden
Ilpoinen,Ilpoisten Kirjasto,Library
Ilpoinen,K-Citymarket,Supermarket
Ilpoinen,Karaokebar Sade,Bar
Ilpoinen,UPS Access Point,Post Office
Ilpoinen,pysäkki 459,Bus Station
Ilpoinen,Kuuvuori,Mountain
Ilpoinen,akun kerrostalo,Austrian Restaurant
Ilpoinen,bussipysäkki,Bus Stop
Ilpoinen,Pysäkki 458,Bus Station
Ilpoinen,Puittise kämppä,Lounge
Ilpoinen,Uudentuvankatu 6A,Residential Building (Apartment / Condo)
Ilpoinen,Turun Kappeli,Funeral Home
Ilpoinen,Uudentuvankatu,Assisted Living
Ilpoinen,peti🌝,Speakeasy
Ilpoinen,arskan sänky🍌,Strip Club
Ilpoinen,saanan palatsi,Residential Building (Apartment / Condo)
Ilpoinen,Aidi & Anton,Residential Building (Apartment / Condo)
Ilpoinen,tatu's,Lounge
Ilpoinen,Eelin Partyhouse,Bar
Ilpoinen,Matiaksen Studio,Sports Bar
Ilpoinen,Luolavuoren vanha kaatopaikka,Other Great Outdoors
Ilpoinen,Mäntybaari,Pub
Ilpoinen,Nisu&Hyvönen,Housing Development
Ilpoinen,Anni's place,Cocktail Bar
Ilpoinen,Emma's hem🏡,Strip Club
Ilpoinen,casa di pappa's,Café
Ilpoinen,sohva,Strip Club
Ilpoinen,duama's party house,Strip Club
Ilpoinen,Oonan Alottelukämppä,Cocktail Bar
Ilpoinen,Kaija's Penthouse,Gay Bar
Ilpoinen,Minttula,Assisted Living
Ilpoinen,TYS Ironside,Residential Building (Apartment / Condo)
Ilpoinen,Ilpoisten perämetsä,Forest
Ilpoinen,Kitarakoulu Soolo,Music School
Ilpoinen,Pellonperä,Residential Building (Apartment / Condo)
Ilpoinen,Oiva/Ruohosen luksuslukaali,Assisted Living
Ilpoinen,Hadjin Kartano,Building
Ilpoinen,Topasi,College Math Building
Ilpoinen,Ilpoisten gymi,College Gym
Ilpoinen,kässänluokka😑,College Classroom
Ilpoinen,Ilpoisten Vuorenkävijät - Kolo,Building
Ilpoinen,Pesutupa,Housing Development
Ilpoinen,Likainen mummo,Antique Shop
Ilpoinen,Vasaramäen neuvola,Maternity Clinic
Ilpoinen,Third Heaven,Lounge
Ilpoinen,Uudentuvankadun Kerhohuone,Residential Building (Apartment / Condo)
Ilpoinen,Anssin ja Villen Vetoluola,Cocktail Bar
Ilpoinen,mellu's,Assisted Living
Ilpoinen,Ironside Sauna,Sauna / Steam Room
Ilpoinen,Bussipysäkki,Bus Stop
Ilpoinen,Pipi tuli,Medical School
Ilpoinen,Naapurin leikkipuisto,College Gym
Ilpoinen,Editointiluola🎬🎥✂,Lighthouse
Ilpoinen,lauklähteen parkkipaikka,Parking
Ilpoinen,Pellonperän sivuleikkipuisto,Sculpture Garden
Ilpoinen,Myllerin Laskuhumalasohva 🚀,Assisted Living
Ilpoinen,Kalatasa,Scenic Lookout
Ilpoinen,Salemi Ink.,Rock Club
Ilpoinen,Kebab-Pizzeria Tarin,Pizza Place
Ilpoinen,ilpoisten hiekkamäellä,Forest
Ilpoinen,Pysäkki 457,Bus Stop
Vaala,Ghetto,Field
Vaala,Victoria's Secret,Lingerie Store
Vaala,Intertrafo Oy,Factory
Vaala,Vaalan bussipäättäri,Bus Station
Vaala,Nikken Homoluolan 🅿,Gay Bar
Vaala,Lyydinaukio,Plaza
Vaala,partyhouse 👻,Assisted Living
Vaala,soman metsä,Garden
Vaala,Sonjan nälkänen VW,Other Nightlife
Vaala,mirvan luon kaffel,Housing Development
Vaala,Bæ's bed❤️,Assisted Living
Vaala,pysäkki 1504,Bus Station
Vaala,Puska,Castle
Vaala,Juolan Pomppulinna,Beach
Vaala,naapuris 😛,Assisted Living
Vaala,vaalan perhe kerho,Baby Store
Vaala,tupakalla,Bathing Area
Vaala,Lehdon Solkku,Pool Hall
Vaala,Patun Kauhutalo !,Housing Development
Vaala,Jennan sänky,Strip Club
Vaala,tonyn maja,Military Base
Vaala,mussen kätykämppä,Residential Building (Apartment / Condo)
Vaala,Villa Liisa,Nightclub
Vaala,Kitchen 🍴,Restaurant
Vaala,keittiö 🔥,Fried Chicken Joint
Vaala,raido's ❤️,American Restaurant
Vaala,The Secret Garden ! ☀️,Garden
Vaala,Jurva,General Travel
Vaala,Backyard☀️,Other Great Outdoors
Vaala,wilmahoods,Assisted Living
Vaala,Lausteen kuntorata,Trail
Vaala,MM KISAT,Football Stadium
Vaala,Sara's New Room🆒,Nightclub
Vaala,Mordvankatu,Housing Development
Vaala,Norsupuisto 🐘,National Park
Vaala,mun parveke 💎,Other Great Outdoors
Vaala,Laser puoli,Art Gallery
Vaala,Bussipysäkki 1675,Bus Stop
Vaala,Tonyn piha,Parking
Vaala,Nikken Homoluolan Keittiö 🍴,Kebab Restaurant
Vaala,Lindan hullu kyyti 🚗💨,Moving Target
Vaala,Sara's partyhouse,Cocktail Bar
Vaala,Katin Ja Pian Kynsistudio 💅,Nail Salon
Vaala,rantasten sairastupa 😷,Medical Center
Vaala,Bussipysäkki 1674,Bus Stop
Vaala,Rantasten Masterchef Keittiö 🍕,Diner
Vaala,Noran huone 👀💗,Castle
Vaala,Mansinpuistikon Leikkipaikka,Playground
Vaala,dimas hoodz,College Administrative Building
Vaala,Poikien pelinurkka 🎮,Arcade
Vaala,mme's,Burmese Restaurant
Vaala,Amanda's partyhouse,Cocktail Bar
Vaala,muhiksen peliluola👳🏿,Nightclub
Vaala,Harrin partyhouse,Bar
Vaala,aiskin kerrossänky☺️,Strip Club
Vaala,Tammisen partiboxi,Bar
Vaala,Rian Coctail,Hotel Bar
Vaala,jäähallin punttisali,Gym
