,Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
21615,,Saarbrücken,Q-Park Rathaus,Parking,0
21616,,Sabadell,Conservatori Professional de Grau Mitjà,Music School,0
21617,,Sabadell,Joanot Alisanda,School,0
21618,,Sabadell,Plaça de Sant Joan,Plaza,0
21619,,Sabadell,Bar Borrell,Spanish Restaurant,0
21620,,Sabadell,tramas,Furniture / Home Store,0
21621,,Sabadell,Cinemes Imperial,Movie Theater,0
21622,,Sabadell,Turris,Bakery,0
21623,,Sabadell,papanatas,Tapas Restaurant,0
21624,,Sabadell,RG Corp,Office,0
21625,,Sabadell,Malibú Esportiu,Gym,0
21626,,Sabadell,Banc Sabadell,Building,0
21627,,Sabadell,Casa Mató,Butcher,0
21628,,Sabadell,Sede ICS,Doctor's Office,0
21629,,Sabadell,Burguer King,Fast Food Restaurant,0
21630,,Sabadell,Caprabo,Supermarket,0
21631,,Sabadell,Plaça Beatriu De Dia,Plaza,0
21632,,Sabadell,Essidy Babuchin Luv U,College Communications Building,0
21633,,Sabadell,Traumasalut,Doctor's Office,0
21634,,Sabadell,Dormity.com,Mattress Store,0
21635,,Sabadell,Plaça del Vapor Gorina,Plaza,0
21636,,Sabadell,hipertextil,Clothing Store,0
21637,,Sabadell,Xarcuteria Gracia,Butcher,0
21638,,Sabadell,Plaça de Vila Arrufat,Playground,0
21639,,Sabadell,"genescà, tienda de lana",Clothing Store,0
21640,,Sabadell,Schnaps,Burger Joint,0
21641,,Sabadell,Psiincron,Doctor's Office,0
21642,,Sabadell,NuAnJu,Shoe Repair,0
21643,,Sabadell,BBVA Oficina,Bank,0
21644,,Sabadell,Hospital Veterinari de Sabadell,Veterinarian,0
21645,,Sabadell,Squadra Tecnica Y Obras,Office,0
21646,,Sabadell,Plaça Imperial,Park,0
21647,,Saint-Étienne,Place de l'Hôtel-de-Ville,Plaza,0
21648,,Saint-Étienne,Mairie de Saint-Étienne,City Hall,0
21649,,Saint-Étienne,Écouter Voir Optique Mutualiste (Écouter Voir),Optical Shop,0
21650,,Saint-Étienne,Place Jean Jaurès,Plaza,0
21651,,Saint-Étienne,Forum,Bookstore,0
21652,,Saint-Étienne,Cathédrale Saint-Charles-Borromée,Church,0
21653,,Saint-Étienne,Le Glasgow,Restaurant,0
21654,,Saint-Étienne,Chez Colette,French Restaurant,0
21655,,Saint-Étienne,Le Méliès,Multiplex,0
21656,,Saint-Étienne,Méliès Café,Tapas Restaurant,0
21657,,Saint-Étienne,Di Voglia,Italian Restaurant,0
21658,,Saint-Étienne,Le Bul,Nightclub,0
21659,,Saint-Étienne,Bistrot de Paris,French Restaurant,0
21660,,Saint-Étienne,Café Jean Jaurès,Bar,0
21661,,Saint-Étienne,Paul,Bakery,0
21662,,Saint-Étienne,Va Au Concert D'ophelie Winter  En Afrique,Fair,0
21663,,Saint-Étienne,Les Jardins,Bar,0
21664,,Saint-Étienne,Kebab house,Kebab Restaurant,0
21665,,Saint-Étienne,Midi Minuit,Pub,0
21666,,Saint-Étienne,Stromboli,Italian Restaurant,0
21667,,Saint-Étienne,Hôtel Furania,Hotel,0
21668,,Saint-Étienne,Frite Alors,Burger Joint,0
21669,,Saint-Étienne,Les Poteaux Carres,French Restaurant,0
21670,,Saint-Étienne,Residhotel,Hotel,0
21671,,Saint-Étienne,L'Italien,Italian Restaurant,0
21672,,Saint-Étienne,Photocité,Photography Lab,0
21673,,Saint-Étienne,La Case Kréol,Caribbean Restaurant,0
21674,,Saint-Étienne,Mary's Coffee Shop,Coffee Shop,0
21675,,Saint-Étienne,Les Artistes,Bar,0
21676,,Saint-Étienne,Cabinet Assurances Leguay,Building,0
21677,,Saint-Étienne,"Station Jean Jaurès [T1,T2]",Tram Station,0
21678,,Saint-Étienne,Mellier Michas,Real Estate Office,0
21679,,Saint-Étienne,Nota Bene,Café,0
21680,,Saint-Étienne,Nota Burger,Restaurant,0
21681,,Saint-Étienne,The Soggy Bottom,Bar,0
21682,,Saint-Étienne,Vapostore,Vape Store,0
21683,,Saint-Étienne,Agence BNP Paribas,Bank,0
21684,,Saint-Étienne,Caracas Café,Bar,0
21685,,Saint-Étienne,DU PAREIL… au même,Kids Store,0
21686,,Saint-Étienne,Parking EFFIA SAINT ETIENNE JEAN JAURES,Parking,0
21687,,Salamanca,Plaza Mayor,Plaza,0
21688,,Salamanca,Abadia Plaza,Tapas Restaurant,0
21689,,Salamanca,Feria del barrio,Arts & Crafts Store,0
21690,,Salamanca,Starbucks,Cafeteria,0
21691,,Salamanca,Ayuntamiento de Salamanca,City Hall,0
21692,,Salamanca,Café Real,Bar,0
21693,,Salamanca,Bico De Xeado,Ice Cream Shop,0
21694,,Salamanca,Las Torres,Café,0
21695,,Salamanca,El Regalo De La Plaza,Public Art,0
21696,,Salamanca,Café Novelty,Café,0
21697,,Salamanca,Los Escudos,Bar,0
21698,,Salamanca,Smöoy,Ice Cream Shop,0
21699,,Salamanca,Balcón Del Ayuntamiento De Salamanca,Other Great Outdoors,0
21700,,Salamanca,Pizza Al Cuadrado,Pizza Place,0
21701,,Salamanca,Pensión Los Ángeles,Boarding House,0
21702,,Salamanca,Doze Taberna Urbana,Gastropub,0
21703,,Salamanca,Cajero Automático EspañaDuero Banco,ATM,0
21704,,Salamanca,Las Tapas de Gonzalo,Tapas Restaurant,0
21705,,Salamanca,Berysa Cafe,Bar,0
21706,,Salamanca,Bar Ignacio,Bar,0
21707,,Salamanca,Mesón Cervantes,Spanish Restaurant,0
21708,,Salamanca,Confiteria Santa Lucía,Dessert Shop,0
21709,,Salamanca,Dulzura Salamanca,Food & Drink Shop,0
21710,,Salamanca,Burger King,Fast Food Restaurant,0
21711,,Salamanca,Don Mauro,Restaurant,0
21712,,Salamanca,35 Feria Municipal Del Libro,General Entertainment,0
21713,,Salamanca,Plus Ultra,Bar,0
21714,,Salamanca,Parroquia De San Martín de Tours,Historic Site,0
21715,,Salamanca,La Tienda De Los Minerales,Souvenir Shop,0
21716,,Salamanca,Sercotel Las Torres,Hotel,0
21717,,Salamanca,Terraza Del Novelty,Beer Garden,0
21718,,Salamanca,La Tentazión,Tapas Restaurant,0
21719,,Salamanca,Catoya,Hardware Store,0
21720,,Salamanca,Pizza Hut,Pizza Place,0
21721,,Salamanca,Burger King,Fast Food Restaurant,0
21722,,Salamanca,Oharas irish pub,Pub,0
21723,,Salamanca,Cervecería O'hara's,Brewery,0
21724,,Salamanca,Jamòn y Tapas,Beer Bar,0
21725,,Salamanca,Farmacia Estella Hoyos,Pharmacy,0
21726,,Salavat,Памятник Ленину В.И.,Monument / Landmark,0
21727,,Salavat,Салон Красоты Каре Д'Люкс,Salon / Barbershop,0
21728,,Salavat,Магнит Косметик,Cosmetics Shop,0
21729,,Salavat,Гостиница Урал,Motel,0
21730,,Salavat,Площадь Ленина,Plaza,0
21731,,Salavat,ДК Нефтехимик,Concert Hall,0
21732,,Salavat,Центральная Городская Библиотека,Library,0
21733,,Salavat,Филини,Coffee Shop,0
21734,,Salavat,Каре,Salon / Barbershop,0
21735,,Salavat,Администрация городского округа город Салават Республики Башкортостан,Capitol Building,0
21736,,Salavat,"Салон Красоты ""Persona""",Building,0
21737,,Salavat,Пенсионный фонд,City Hall,0
21738,,Salavat,Excenter,Men's Store,0
21739,,Salavat,FatAway,Racetrack,0
21740,,Salavat,БАШКОМСНАББАНК (ДО в г. Салават),Bank,0
21741,,Salavat,Почта России 453261,Post Office,0
21742,,Salavat,Юничел,Shoe Store,0
21743,,Salavat,Офис-Класс,Paper / Office Supplies Store,0
21744,,Salavat,ALFAPARF,Salon / Barbershop,0
21745,,Salavat,У Няняйки,Housing Development,0
21746,,Salavat,Дзержинского,Housing Development,0
21747,,Salavat,Полушка,Convenience Store,0
21748,,Salavat,На природе,Lake,0
21749,,Salavat,"ТЦ ""Мария""",Shopping Mall,0
21750,,Salavat,Рахат Лукум,Eastern European Restaurant,0
21751,,Salavat,Пышка,Café,0
21752,,Salavat,Luxio'n,Nail Salon,0
21753,,Salavat,M.Видео,Shopping Mall,0
21754,,Salavat,Отель Винсент,Hotel,0
21755,,Salavat,"ТЦ ""Лимонад""",Shopping Mall,0
21756,,Salavat,средняя школа 11,College Academic Building,0
21757,,Salavat,МТС,Mobile Phone Shop,0
21758,,Salavat,Стоматология О'Дент,Dentist's Office,0
21759,,Salavat,Сбербанк,Bank,0
21760,,Salavat,Магазин Ткани,Tailor Shop,0
21761,,Salavat,Пенаты,Residential Building (Apartment / Condo),0
21762,,Salavat,Памятник Дворнику,Historic Site,0
21763,,Salavat,Имз,Tech Startup,0
21764,,Salford,Aldi,Supermarket,0
21765,,Salford,Tesco Petrol Station,Gas Station,0
21766,,Salford,Tesco Extra,Supermarket,0
21767,,Salford,Home Bargains,Discount Store,0
21768,,Salford,Salford Shopping Centre,Shopping Mall,0
21769,,Salford,Lidl,Supermarket,0
21770,,Salford,Specsavers,Optical Shop,0
21771,,Salford,Shoe Zone,Shoe Store,0
21772,,Salford,British Heart Foundaion,Thrift / Vintage Store,0
21773,,Salford,Salford Shopping City Bus Stand J,Bus Line,0
21774,,Salford,Kingfisher,Fish & Chips Shop,0
21775,,Salford,Card Factory,Gift Shop,0
21776,,Salford,Costa Coffee,Coffee Shop,0
21777,,Salford,PureGym,Gym / Fitness Center,0
21778,,Salford,bronte and madison court,Residential Building (Apartment / Condo),0
21779,,Salford,CeX,Mobile Phone Shop,0
21780,,Salford,Brunch Munch Café,Café,0
21781,,Salford,wilko,Furniture / Home Store,0
21782,,Salford,Argos,Warehouse Store,0
21783,,Salford,Amazon Locker,Storage Facility,0
21784,,Salford,Kettlebell Kitchen,Café,0
21785,,Salford,Age UK,Thrift / Vintage Store,0
21786,,Salford,Tesco Taxi Rank,Taxi Stand,0
21787,,Salford,Tesco Metro,Grocery Store,0
21788,,Salford,Iceland,Grocery Store,0
21789,,Salford,Boots,Pharmacy,0
21790,,Salford,BP,Gas Station,0
21791,,Salford,Post Office,Post Office,0
21792,,Salford,Waves Car Wash,Car Wash,0
21793,,Salford,Greggs,Bakery,0
21794,,Salford,Subway,Sandwich Place,0
21795,,Salford,Pendleton Gateway,Doctor's Office,0
21796,,Salford,Buzz Bingo,General Entertainment,0
21797,,Salford,Londis,Auto Garage,0
21798,,Salford,Langworthy road,Housing Development,0
21799,,Salford,Salford Library (Pendleton Gateway),Library,0
21800,,Salford,Halifax,Bank,0
21801,,Salford,Cafe Dolce,Café,0
21802,,Salford,Salford Homebrew,Supplement Shop,0
21803,,Salonika,H xP 1989,Moving Target,0
21804,,Salonika,Gastwirtschaft Rust,German Restaurant,0
21805,,Salonika,Restaurant Saloniki,Greek Restaurant,0
21806,,Salonika,Brücke Armslohweg,Bridge,0
21807,,Salonika,Hannover Airport (HAJ) (Hannover Airport),Airport,0
21808,,Salonika,Aral,Gas Station,0
21809,,Salonika,Engelbostel,Residential Building (Apartment / Condo),0
21810,,Salonika,Sportanlage MTV Engelbostel,Soccer Field,0
21811,,Salonika,Reit- Und Fahrverein Engelbostel & Umgebung,Sports Club,0
21812,,Salonika,HEM Tankstelle,Gas Station,0
21813,,Salonika,Soccer Park Langenhagen,Athletics & Sports,0
21814,,Salonika,Goldbeck Niederlassung Langenhagen,Distribution Center,0
21815,,Salonika,RST Langenhagen,Building,0
21816,,Salonika,Dorfgemeinschaftshaus Langenhagen/Schulenburg,General Entertainment,0
21817,,Salonika,Sparkasse Engelbostel,Bank,0
21818,,Salonika,Chr. Otto Pape Metalle GmbH,Miscellaneous Shop,0
21819,,Salonika,Jaguar / Land Rover,Auto Dealership,0
21820,,Salonika,Bäcker Engelbostel,Bakery,0
21821,,Salonika,Filippo & Peppone,Italian Restaurant,0
21822,,Salonika,Wulfmeyer GmbH,Factory,0
21823,,Salonika,"H Godshorn, Am Acker",Bus Stop,0
21824,,Salonika,H Schulenburg Kiefernstraße,Bus Stop,0
21825,,Salonika,WFT TRS and TRG Centre,Warehouse,0
21826,,Salonika,H Schulenburger Mühle,Bus Stop,0
21827,,Salonika,Grundschule Godshorn,Elementary School,0
21828,,Salonika,Work,Office,0
21829,,Salonika,Friedhof Engelbostel,Cemetery,0
21830,,Salonika,Terraxotica,Event Space,0
21831,,Salonika,Radhof Engelbostel,Miscellaneous Shop,0
21832,,Salonika,Zahnarzt W.Steinbrecher,Dentist's Office,0
21833,,Salonika,Ziegeleistrasse 21,Residential Building (Apartment / Condo),0
21834,,Salonika,Mobiltec,Music Store,0
21835,,Salonika,Friseur Kölling,Salon / Barbershop,0
21836,,Salonika,design & natur,Furniture / Home Store,0
21837,,Salonika,Biesel GmbH,Furniture / Home Store,0
21838,,Salonika,Würth,Hardware Store,0
21839,,Salonika,PHYSIOTHERAPIE SCHRÖDER,Doctor's Office,0
21840,,Samara,Театр «Самарская площадь»,College Theater,0
21841,,Samara,"НЕФКО, ЗАО",Building,0
21842,,Samara,Ленинская 224,Residential Building (Apartment / Condo),0
21843,,Samara,Чебуречная на Садовой,Deli / Bodega,0
21844,,Samara,Samarskaya Square (Самарская площадь),Plaza,0
21845,,Samara,Детский Садик,College & University,0
21846,,Samara,Администрация Ленинского района,Government Building,0
21847,,Samara,Почта России 443001,Post Office,0
21848,,Samara,ФСС по Октябрьскому р-ну/ Фонд Социального Страхования,Government Building,0
21849,,Samara,Villeroy & Boch,Furniture / Home Store,0
21850,,Samara,Lady Style beauty city,Salon / Barbershop,0
21851,,Samara,Ost West Club Hotel,Hotel,0
21852,,Samara,Администрация Ленинского района,Government Building,0
21853,,Samara,Ленинская 206,Residential Building (Apartment / Condo),0
21854,,Samara,вкусная компания,Coffee Shop,0
21855,,Samara,"Студия красоты ""Halzova beauty lounge""",Salon / Barbershop,0
21856,,Samara,Черный Двор,Other Great Outdoors,0
21857,,Samara,Biscuit Club,Russian Restaurant,0
21858,,Samara,Темный дворик,Playground,0
21859,,Samara,Козлы,Playground,0
21860,,Samara,Аптека №5,Pharmacy,0
21861,,Samara,Zooпарк,Pet Store,0
21862,,Samara,Самарская 203,Residential Building (Apartment / Condo),0
21863,,Samara,садовая 212 В,Residential Building (Apartment / Condo),0
21864,,Samara,HUDSON English Restaurant,Restaurant,0
21865,,Samara,Сбербанк ПРЕМЬЕР,Bank,0
21866,,Samara,Francesco,Italian Restaurant,0
21867,,Samara,Hookah Empire,Café,0
21868,,Samara,Булканетто,Coffee Shop,0
21869,,Samara,Опорный пункт Участковых Ленинского района,Police Station,0
21870,,Samara,Кондитерская Марии Волик La Tarta,Dessert Shop,0
21871,,Samara,The ZOO Dance clan,Private School,0
21872,,Samara,Столовка))),Diner,0
21873,,Samara,Парковка Баркад,Rest Area,0
21874,,Samara,Садовая,Residential Building (Apartment / Condo),0
21875,,Samara,ГОСТ,Café,0
21876,,Samara,Садовая 210,College Rec Center,0
21877,,Samara,За 2хэтажкой,Dog Run,0
21878,,Samara,Галерея интерьера «Фабрика»,Furniture / Home Store,0
21879,,Samara,Двор на Садовой,Housing Development,0
21880,,Samsun,Bi Çay Bi Simit,Bagel Shop,0
21881,,Samsun,Kahvecioğlu Pastanesi,Café,0
21882,,Samsun,ulugazi mahallesi muhtarlığı,Non-Profit,0
21883,,Samsun,Uzun Eczanesi,Medical Center,0
21884,,Samsun,Taskinlar Apartmani,Residential Building (Apartment / Condo),0
21885,,Samsun,Samsun Gazi Devlet Hastanesi,Hospital,0
21886,,Samsun,Mater Dolorosa Katolik Kilisesi,Church,0
21887,,Samsun,Eczacıbaşı Optik,Optical Shop,0
21888,,Samsun,Sultan Sofrası,Turkish Restaurant,0
21889,,Samsun,Cumhuriyet Meydanı,Plaza,0
21890,,Samsun,Mecidiye Çarşısı,Miscellaneous Shop,0
21891,,Samsun,10. Yıl Bulvarı,Pet Café,0
21892,,Samsun,Samsun Pazarı Spot AVM,Discount Store,0
21893,,Samsun,Gulenay Kuafor,Salon / Barbershop,0
21894,,Samsun,Kıyak Kardeşler Balık Restaurant,Seafood Restaurant,0
21895,,Samsun,Recepoğlu Plaza,Business Center,0
21896,,Samsun,gıda çay evi,Community Center,0
21897,,Samsun,Mahalle Kültür Ve Yaşam Evi,General Entertainment,0
21898,,Samsun,Kardeşler market,Big Box Store,0
21899,,Samsun,Bulvar Yaşam ve Alışveriş Merkezi,Shopping Mall,0
21900,,Samsun,Ulugazi çayevi,Café,0
21901,,Samsun,Katre Yufka,Deli / Bodega,0
21902,,Samsun,Sizin Köfte&Kumru,Food Court,0
21903,,Samsun,Samsun Free Shop,Smoke Shop,0
21904,,Samsun,PARK ELEKTRİK,Electronics Store,0
21905,,Samsun,MG HOME OFFİCE SUITS,Business Center,0
21906,,Samsun,Samsun Savunma Sanatlari(ALPAGU),Martial Arts School,0
21907,,Samsun,Diş Hekimi Kalender Demirkaya,Housing Development,0
21908,,Samsun,Recepoğlu Plaza İş Merkezi,Business Center,0
21909,,Samsun,samsun park,Bagel Shop,0
21910,,Samsun,Çağ Gençlik Spor Külübü,Sports Club,0
21911,,Samsun,DellalZade',Residential Building (Apartment / Condo),0
21912,,Samsun,Dedemin Evii,Residential Building (Apartment / Condo),0
21913,,Samsun,Pizza İtalia,Pizza Place,0
21914,,Samsun,Güvercin Mezatı,Coffee Shop,0
21915,,Samsun,Dr.Sahsene Aydemir,Medical Center,0
21916,,Samsun,Manav Tozoğlu,Fruit & Vegetable Store,0
21917,,Samsun,Foto Ender,Photography Lab,0
21918,,San Sebastián,Gelateria Boulevard,Ice Cream Shop,0
21919,,San Sebastián,El Boulevard,Plaza,0
21920,,San Sebastián,Va Bene,Burger Joint,0
21921,,San Sebastián,La Muralla,Spanish Restaurant,0
21922,,San Sebastián,Plaza de la Trinidad,Plaza,0
21923,,San Sebastián,Bar Ambrosio,Tapas Restaurant,0
21924,,San Sebastián,Paseo de La Concha,Other Great Outdoors,0
21925,,San Sebastián,Casa Ponsol,Clothing Store,0
21926,,San Sebastián,Zoo Can,Pet Store,0
21927,,San Sebastián,Teatro Principal,Theater,0
21928,,San Sebastián,Bar La Viña,Tapas Restaurant,0
21929,,San Sebastián,Garagar,Bar,0
21930,,San Sebastián,Iglesia de San Vicente,Church,0
21931,,San Sebastián,Elkano 1 - Gaztagune,Cheese Shop,0
21932,,San Sebastián,Parada D-bus Boulevard 15,Bus Station,0
21933,,San Sebastián,Aguirre Pastelería,Pie Shop,0
21934,,San Sebastián,Bar Intza,Breakfast Spot,0
21935,,San Sebastián,Loco Polo,Ice Cream Shop,0
21936,,San Sebastián,Taberna Juantxo,Sandwich Place,0
21937,,San Sebastián,Kuxkulo,Candy Store,0
21938,,San Sebastián,Danena Taberna,Tapas Restaurant,0
21939,,San Sebastián,Ordizia Taberna,Tapas Restaurant,0
21940,,San Sebastián,Pension Confort,Bed & Breakfast,0
21941,,San Sebastián,Garbimatik Lavanderia,Laundromat,0
21942,,San Sebastián,Taberna Danena,Bar,0
21943,,San Sebastián,Piccola Venezia,Ice Cream Shop,0
21944,,San Sebastián,DOTT,Gift Shop,0
21945,,San Sebastián,Giroki,Bar,0
21946,,San Sebastián,Parking Boulevard,Parking,0
21947,,San Sebastián,Donostia Turismo San Sebastián,Tourist Information Center,0
21948,,San Sebastián,Plaza Sarriegi,Plaza,0
21949,,San Sebastián,Ollagorra,Mediterranean Restaurant,0
21950,,San Sebastián,Zibbibo,Cocktail Bar,0
21951,,San Sebastián,Boulevard 19,Residential Building (Apartment / Condo),0
21952,,San Sebastián,Go Local,Tourist Information Center,0
21953,,San Sebastián,Pension Boulevard,Boarding House,0
21954,,Sandwell,The Yew Tree,Restaurant,0
21955,,Sandwell,Aussichtshügel Nord,Scenic Lookout,0
21956,,Sandwell,Solair windows,Factory,0
21957,,Sandwell,KoneCranes,Office,0
21958,,Sandwell,Tesco Extra,Supermarket,0
21959,,Sandwell,Turford Bros,Factory,0
21960,,Sandwell,Momtajspice,Indian Restaurant,0
21961,,Sandwell,Warley Carriers,Distribution Center,0
21962,,Sandwell,87 Bus,Bus Line,0
21963,,Sandwell,Guns Village Primary School,Elementary School,0
21964,,Sandwell,The Rec,Soccer Field,0
21965,,Sandwell,Greets Green Off License And Newsagent,Liquor Store,0
21966,,Sandwell,Masterfreight,Transportation Service,0
21967,,Sandwell,Lion FPG Ltd,Office,0
21968,,Sandwell,Home Delivery Network,Building,0
21969,,Sandwell,Manj's,Building,0
21970,,Sandwell,No-Ke,Martial Arts School,0
21971,,Sandwell,Clarke Transport,Distribution Center,0
21972,,Sandwell,The Junction Inn,Pub,0
21973,,Sandwell,Ryders Green School,Elementary School,0
21974,,Sandwell,Christ Church Primary,Elementary School,0
21975,,Sandwell,West Bromwich Hockey Club,Hockey Field,0
21976,,Sandwell,Effigy Blinds,Office,0
21977,,Sandwell,Unipart Car Care Centre,Auto Garage,0
21978,,Sandwell,C.c.s.,Office,0
21979,,Sandwell,Bethel Institute of Biblical Studies,Spiritual Center,0
21980,,Sandwell,Oldbury Premix,Construction & Landscaping,0
21981,,Sandwell,Sandwell Homes,Office,0
21982,,Sandwell,Portico Products,Professional & Other Places,0
21983,,Sandwell,Nisa,Convenience Store,0
21984,,Sandwell,Pilkington Automotive,Auto Dealership,0
21985,,Sandwell,retrofit,Office,0
21986,,Sandwell,KIS Manufacturing LTD,Building,0
21987,,Sandwell,Bromford Gardners Club,Beer Garden,0
21988,,Sandwell,Hayes Social Club,Bar,0
21989,,Sandwell,Vehicle Glass Company,Automotive Shop,0
21990,,Santa Cruz De Tenerife,Ayuntamiento de Santa Cruz de Tenerife,City Hall,0
21991,,Santa Cruz De Tenerife,PanzaBurro,Restaurant,0
21992,,Santa Cruz De Tenerife,el rinconcito de dalia,Restaurant,0
21993,,Santa Cruz De Tenerife,La Xana,Tea Room,0
21994,,Santa Cruz De Tenerife,Mesón Clavijo Treinta Y Ocho,Restaurant,0
21995,,Santa Cruz De Tenerife,London School of English,General College & University,0
21996,,Santa Cruz De Tenerife,Subdelegación Del  Gobierno,Government Building,0
21997,,Santa Cruz De Tenerife,Supercor Exprés,Grocery Store,0
21998,,Santa Cruz De Tenerife,Instituto Canario de Hemodonación y Hemoterapia,Hospital,0
21999,,Santa Cruz De Tenerife,Plaza Ireneo González,Plaza,0
22000,,Santa Cruz De Tenerife,Teatro Victoria,Theater,0
22001,,Santa Cruz De Tenerife,Broker,Boutique,0
22002,,Santa Cruz De Tenerife,Calle Viera y Clavijo,Pedestrian Plaza,0
22003,,Santa Cruz De Tenerife,Sana Healthy Food,Breakfast Spot,0
22004,,Santa Cruz De Tenerife,Clínica Parque (Consultas Externas),Doctor's Office,0
22005,,Santa Cruz De Tenerife,London Boston School SA,Language School,0
22006,,Santa Cruz De Tenerife,Librería de Mujeres,Bookstore,0
22007,,Santa Cruz De Tenerife,Benush Chocolatiére,Chocolate Shop,0
22008,,Santa Cruz De Tenerife,Herbolario Azahar,Grocery Store,0
22009,,Santa Cruz De Tenerife,Electro Vilar,Furniture / Home Store,0
22010,,Santa Cruz De Tenerife,El Aderno,Pie Shop,0
22011,,Santa Cruz De Tenerife,Art Cafe Juanc& Juanp,Diner,0
22012,,Santa Cruz De Tenerife,Clinica Parque,Medical Center,0
22013,,Santa Cruz De Tenerife,D'Lolas,Adult Boutique,0
22014,,Santa Cruz De Tenerife,Via-Organica,Vegetarian / Vegan Restaurant,0
22015,,Santa Cruz De Tenerife,Parque Infantil Santa Cruz del Norte,Playground,0
22016,,Santa Cruz De Tenerife,Bagaje,Salon / Barbershop,0
22017,,Santa Cruz De Tenerife,Clínica dental Luis Naranjo,Dentist's Office,0
22018,,Santa Cruz De Tenerife,Al Fresco By Edujota,Restaurant,0
22019,,Santa Cruz De Tenerife,La Perrera,Tapas Restaurant,0
22020,,Santa Cruz De Tenerife,BEBELAND Méndez Núñez,Toy / Game Store,0
22021,,Santa Cruz De Tenerife,Piscolabis,Tapas Restaurant,0
22022,,Santa Cruz De Tenerife,Sweet Paradise,Vegetarian / Vegan Restaurant,0
22023,,Santa Cruz De Tenerife,CORTXO,Tapas Restaurant,0
22024,,Santa Cruz De Tenerife,Sabela Bar & Food Market,Restaurant,0
22025,,Santa Cruz De Tenerife,EL ESCUDO,Arts & Crafts Store,0
22026,,Santa Cruz De Tenerife,El Patio de Viera & Clavijo,Mediterranean Restaurant,0
22027,,Santa Cruz De Tenerife,the concept,Boutique,0
22028,,Santander,Plaza del Ayuntamiento,Plaza,0
22029,,Santander,Ayuntamiento de Santander,City Hall,0
22030,,Santander,Parking Ayuntamiento,Parking,0
22031,,Santander,Foot Locker,Shoe Store,0
22032,,Santander,Plaza de la Esperanza,Plaza,0
22033,,Santander,Igo's,Candy Store,0
22034,,Santander,Orange,Mobile Phone Shop,0
22035,,Santander,Bar Asia,Falafel Restaurant,0
22036,,Santander,Levi's Store,Clothing Store,0
22037,,Santander,Cortefiel,Boutique,0
22038,,Santander,Cafeteria Teleferico,Cafeteria,0
22039,,Santander,Petit Plaisir,Dessert Shop,0
22040,,Santander,Aparcamiento de la Plaza de la Esperanza,Parking,0
22041,,Santander,Encurtidos J. Enriquez,Farmers Market,0
22042,,Santander,El Ganso,Clothing Store,0
22043,,Santander,Quebec,Gastropub,0
22044,,Santander,Farmacia Valdes Gallo,Pharmacy,0
22045,,Santander,Farmacia Central,Pharmacy,0
22046,,Santander,Bimba & Lola,Boutique,0
22047,,Santander,K-tuin,Electronics Store,0
22048,,Santander,Carpisa,Department Store,0
22049,,Santander,Centro de Salud Isabel II,Medical Center,0
22050,,Santander,Dorotea & Teodoro,Tea Room,0
22051,,Santander,Burger King,Fast Food Restaurant,0
22052,,Santander,Iglesia Anunciacion,Church,0
22053,,Santander,Confederación Hidrográfica Del Cantábrico,Government Building,0
22054,,Santander,Control alcoholemia Jardines de Pereda,Police Station,0
22055,,Santander,Turrones Monerris,Candy Store,0
22056,,Santander,Autoescuela Paco,Building,0
22057,,Santander,Mercado de la Esperanza,Food & Drink Shop,0
22058,,Santander,Jota,Accessories Store,0
22059,,Santander,Manifestación #15mSDR,Plaza,0
22060,,Santander,Caja Cantabria. Urb. 8 (008),Office,0
22061,,Santander,Clinica Dental Gala,Dentist's Office,0
22062,,Santander,Feria del libro,Bookstore,0
22063,,Santander,Chocolate Factory,Miscellaneous Shop,0
22064,,Santander,Cine Los Ángeles,Movie Theater,0
22065,,Sarajevo,Wilson's lane,Park,0
22066,,Sarajevo,Elektroprivreda BiH,Building,0
22067,,Sarajevo,Zavod zdravstvenog osiguranja kantona Sarajevo (Novi grad - Novo Sarajevo),Government Building,0
22068,,Sarajevo,Novotel Bristol,Hotel,0
22069,,Sarajevo,RiTual Cafe,Café,0
22070,,Sarajevo,Frizerski salon Image,Salon / Barbershop,0
22071,,Sarajevo,ZiraatBank BH,Building,0
22072,,Sarajevo,Bosna Reosiguranje,Building,0
22073,,Sarajevo,Leut konoba,Mediterranean Restaurant,0
22074,,Sarajevo,Foto ZOOM,Photography Lab,0
22075,,Sarajevo,Socijalno,Housing Development,0
22076,,Sarajevo,"Apoteka ""Novo Sarajevo""",Pharmacy,0
22077,,Sarajevo,Cafe bar Mexico,Café,0
22078,,Sarajevo,Hoše Market,Grocery Store,0
22079,,Sarajevo,Dom Zdravlja Hrasno,Doctor's Office,0
22080,,Sarajevo,Image [Robot],Salon / Barbershop,0
22081,,Sarajevo,Montana HQ Sarajevo,Office,0
22082,,Sarajevo,UniCredit Bank Socijalno,Building,0
22083,,Sarajevo,Coco Caffe,Café,0
22084,,Sarajevo,TC Robot,Shopping Mall,0
22085,,Sarajevo,zoinA kola,Moving Target,0
22086,,Sarajevo,Supermarket AS,Grocery Store,0
22087,,Sarajevo,Kod Tetke,Eastern European Restaurant,0
22088,,Sarajevo,Sberbank BH,Bank,0
22089,,Sarajevo,"Prva privatna osnovna škola ""Isa-beg Ishaković""",Elementary School,0
