,Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
394,Outpost Brussels,Brussels,Thai Corner,Thai Restaurant,1
395,Outpost Brussels,Brussels,Chez Max,Bar,1
396,Outpost Brussels,Brussels,Ah Non Peut-être,Restaurant,1
397,Outpost Brussels,Brussels,StepStone,Office,1
398,Outpost Brussels,Brussels,N-VA Partijsecretariaat,Office,1
399,Outpost Brussels,Brussels,Ombudsdienst voor Energie,Government Building,1
400,Outpost Brussels,Brussels,Efbh-Efbww,Building,1
401,Outpost Brussels,Brussels,Ethnic Foods,Sandwich Place,1
402,Outpost Brussels,Brussels,L’Enfant Sauvage,Art Gallery,1
403,Outpost Brussels,Brussels,Sakura Ramen,Ramen Restaurant,1
404,Outpost Brussels,Brussels,Minami Japan restaurant 🇯🇵,Japanese Restaurant,1
405,Outpost Brussels,Brussels,Congrès Dachsbeck,Elementary School,1
406,Outpost Brussels,Brussels,Cirque Royal / Koninklijk Circus (Koninklijk Circus),Concert Hall,1
407,Outpost Brussels,Brussels,Bonjour Colette,Restaurant,1
408,Outpost Brussels,Brussels,Paul Tucker Personal Training,Gym / Fitness Center,1
409,Outpost Brussels,Brussels,Carnegie Europe,Non-Profit,1
410,Outpost Brussels,Brussels,D|M&S Brussels,Building,1
411,Outpost Brussels,Brussels,Nataneli,Food & Drink Shop,1
412,Outpost Brussels,Brussels,Local 105,College Classroom,1
413,Outpost Brussels,Brussels,Menthe & Safran,Moroccan Restaurant,1
414,Outpost Brussels,Brussels,Marché Rendez-vous Gourmand,Market,1
415,Outpost Brussels,Brussels,Fantastico,Italian Restaurant,1
416,Outpost Brussels,Brussels,Rigoletto,Italian Restaurant,1
417,Outpost Brussels,Brussels,Per Bacco,Italian Restaurant,1
418,Outpost Brussels,Brussels,La Bottega,Italian Restaurant,1
419,Kings and Queens,Brussels,Sterling Books,Bookstore,1
420,Kings and Queens,Brussels,Orys Advocaten,Lawyer,1
421,Kings and Queens,Brussels,Manouche Caravane Tattoo,Tattoo Parlor,1
422,Kings and Queens,Brussels,Frank.,Coffee Shop,1
423,Kings and Queens,Brussels,De Brouckère (MIVB | De Lijn),Metro Station,1
424,Kings and Queens,Brussels,Anticyclone des Açores,Bookstore,1
425,Kings and Queens,Brussels,Gare de Bruxelles-Central / Station Brussel-Centraal (Station Brussel-Centraal),Train Station,1
426,Kings and Queens,Brussels,Hémispheres,Indian Restaurant,1
427,Kings and Queens,Brussels,BYP,Pilates Studio,1
428,Kings and Queens,Brussels,Wolf,Food Court,1
429,Kings and Queens,Brussels,BYP,Yoga Studio,1
430,Kings and Queens,Brussels,Carrefour Market,Supermarket,1
431,Kings and Queens,Brussels,Notaire Dupont,Notary,1
432,Kings and Queens,Brussels,ZARA,Clothing Store,1
433,Kings and Queens,Brussels,Poke Club,Poke Place,1
434,Kings and Queens,Brussels,MM TEX STYLE,School,1
435,Kings and Queens,Brussels,De Munt / La Monnaie (De Munt),Opera House,1
436,Kings and Queens,Brussels,De Ambrassade,Building,1
437,Kings and Queens,Brussels,Foot Locker,Clothing Store,1
438,Kings and Queens,Brussels,Chambon Gourmet Bar,Sandwich Place,1
439,Kings and Queens,Brussels,L'Intermezzo,Italian Restaurant,1
440,Kings and Queens,Brussels,Interparking,Parking,1
441,Kings and Queens,Brussels,The Dominican,Hotel,1
442,Kings and Queens,Brussels,Randstad,Recruiting Agency,1
443,Kings and Queens,Brussels,Backstage,Karaoke Bar,1
444,Kings and Queens,Brussels,"Ecole de stylisme et modelisme, haute couture",College Arts Building,1
445,Kings and Queens,Brussels,The Dominican GYM,Gym / Fitness Center,1
446,Kings and Queens,Brussels,Hanoi Station,Vietnamese Restaurant,1
447,Kings and Queens,Brussels,Expressielokaal @ HUB,College Classroom,1
448,Kings and Queens,Brussels,deBuren,Cultural Center,1
449,Kings and Queens,Brussels,WE,Clothing Store,1
450,Kings and Queens,Brussels,Dierendonck,Butcher,1
451,Kings and Queens,Brussels,Café de l'Opéra,Brasserie,1
452,Kings and Queens,Brussels,easyHotel,Hotel,1
453,Kings and Queens,Brussels,BNP Paribas Fortis,Office,1
454,Kings and Queens,Brussels,Coffee Fellows,Coffee Shop,1
455,Kings and Queens,Brussels,La Piola Pizza,Pizza Place,1
456,Kings and Queens,Brussels,My Tannour,Syrian Restaurant,1
457,OutPost Gamecenter,Gent,Proxy Delhaize,Supermarket,1
458,OutPost Gamecenter,Gent,A.C.G. Carrosserie,Automotive Shop,1
459,OutPost Gamecenter,Gent,FARYS,Office,1
460,OutPost Gamecenter,Gent,Delicieux,Sandwich Place,1
461,OutPost Gamecenter,Gent,UGent Complex Ledeganck,College Academic Building,1
462,OutPost Gamecenter,Gent,Auditorium 5,College Auditorium,1
463,OutPost Gamecenter,Gent,Kinesist Stijn van Damme,Physical Therapist,1
464,OutPost Gamecenter,Gent,Boekhandel Walry,Bookstore,1
465,OutPost Gamecenter,Gent,#Falafel,Falafel Restaurant,1
466,OutPost Gamecenter,Gent,Auditorium 3,College Auditorium,1
467,OutPost Gamecenter,Gent,Cafetaria,College Cafeteria,1
468,OutPost Gamecenter,Gent,Auditorium 9,College Auditorium,1
469,OutPost Gamecenter,Gent,Unique Asia,Noodle House,1
470,OutPost Gamecenter,Gent,Asian Delight,Asian Restaurant,1
471,OutPost Gamecenter,Gent,Friet Lounge,Friterie,1
472,OutPost Gamecenter,Gent,Keurslager Finesse,Butcher,1
473,OutPost Gamecenter,Gent,De Kleine Icarus,Elementary School,1
474,OutPost Gamecenter,Gent,ING,Bank,1
475,OutPost Gamecenter,Gent,Maison W,Bar,1
476,OutPost Gamecenter,Gent,Kine.Gent,Physical Therapist,1
477,OutPost Gamecenter,Gent,Pepperminds,Office,1
478,OutPost Gamecenter,Gent,Leercentrum,College Library,1
479,OutPost Gamecenter,Gent,Panos,Sandwich Place,1
480,OutPost Gamecenter,Gent,Lederwaren Diego,Leather Goods Store,1
481,OutPost Gamecenter,Gent,Apotheek Bonamie,Pharmacy,1
482,OutPost Gamecenter,Gent,BNP Paribas Fortis,Bank,1
483,OutPost Gamecenter,Gent,Gen’Eat’,Salad Place,1
484,OutPost Gamecenter,Gent,Heuvelpoort frituur-snack,Friterie,1
485,OutPost Gamecenter,Gent,Brutsaert Ingenieurs,Office,1
486,OutPost Gamecenter,Gent,Legima,Student Center,1
487,OutPost Gamecenter,Gent,BYB,College Library,1
488,OutPost Gamecenter,Gent,L'Arbre,Sandwich Place,1
489,OutPost Gamecenter,Gent,AH Rijschool,Driving School,1
490,OutPost Gamecenter,Gent,Green wash,Laundry Service,1
491,OutPost Gamecenter,Gent,Planet Sun,Tanning Salon,1
492,OutPost Gamecenter,Gent,Dokterspraktijk Fourneau,Doctor's Office,1
493,OutPost Gamecenter,Gent,Halte Gent Ottergemsesteenweg,Bus Stop,1
494,OutPost Gamecenter,Gent,Villa Volta,Bar,1
495,OutPost Gamecenter,Gent,Kapsalon First Impression,Salon / Barbershop,1
496,World's End Comics & Games Center,Gent,Worlds' End Comics & Games bar,Comic Shop,1
497,World's End Comics & Games Center,Gent,Lokaal 144,College Classroom,1
498,World's End Comics & Games Center,Gent,Sint-Barbaracollege Basisschool,Elementary School,1
499,World's End Comics & Games Center,Gent,Pain Perdu,Breakfast Spot,1
500,World's End Comics & Games Center,Gent,Panos,Sandwich Place,1
501,World's End Comics & Games Center,Gent,Sint-Barbaracollege,High School,1
502,World's End Comics & Games Center,Gent,Bellerose,Clothing Store,1
503,World's End Comics & Games Center,Gent,Walpoortbrug,Bridge,1
504,World's End Comics & Games Center,Gent,Bolia.Com,Furniture / Home Store,1
505,World's End Comics & Games Center,Gent,BNP Paribas Fortis - Business Center,Office,1
506,World's End Comics & Games Center,Gent,Lokaal 040,College Science Building,1
507,World's End Comics & Games Center,Gent,Technieklokaal,College Cafeteria,1
508,World's End Comics & Games Center,Gent,Toneelklas Sint-Barbaracollege,College Theater,1
509,World's End Comics & Games Center,Gent,Nonno - il mondo gelato,Ice Cream Shop,1
510,World's End Comics & Games Center,Gent,Lokaal 141,College Classroom,1
511,World's End Comics & Games Center,Gent,TC-lokaal,College Classroom,1
512,World's End Comics & Games Center,Gent,Lokaal 3EC4,College Classroom,1
513,World's End Comics & Games Center,Gent,Caroline Braems Architect,Architecture Firm,1
514,World's End Comics & Games Center,Gent,Basic Italian II,Italian Restaurant,1
515,World's End Comics & Games Center,Gent,Woody,Clothing Store,1
516,World's End Comics & Games Center,Gent,Lokaal 042,College Classroom,1
517,World's End Comics & Games Center,Gent,P.O. Lokaal,College Classroom,1
518,World's End Comics & Games Center,Gent,Scheikundig Lab der Chemische Experimenten,College Lab,1
519,World's End Comics & Games Center,Gent,I.Ma.Gi.N. Jewels,Jewelry Store,1
520,World's End Comics & Games Center,Gent,Lokaal 041,College Classroom,1
521,World's End Comics & Games Center,Gent,STEX,College Classroom,1
522,World's End Comics & Games Center,Gent,Scotch & Soda,Clothing Store,1
523,World's End Comics & Games Center,Gent,Juwelier Bouverne,Jewelry Store,1
524,World's End Comics & Games Center,Gent,Lokaal 143,College Classroom,1
525,World's End Comics & Games Center,Gent,Massimo Collezioni,Boutique,1
526,World's End Comics & Games Center,Gent,Pro Rent bvba,Office,1
527,World's End Comics & Games Center,Gent,State of Art,Men's Store,1
528,World's End Comics & Games Center,Gent,Giraldo,Shoe Store,1
529,World's End Comics & Games Center,Gent,Pitza Service,Pizza Place,1
530,World's End Comics & Games Center,Gent,Fysicalokaal,College Lab,1
531,World's End Comics & Games Center,Gent,Oriental Gallery,Jewelry Store,1
532,World's End Comics & Games Center,Gent,Lokaal 243,College Classroom,1
533,World's End Comics & Games Center,Gent,Y&D Young & Dynamic,Salon / Barbershop,1
534,World's End Comics & Games Center,Gent,Bizar Hairdressing & Beyond,Salon / Barbershop,1
535,World's End Comics & Games Center,Gent,De Cliént,Salon / Barbershop,1
536,Oberonn,Hasselt,Kempische Brug,Bridge,1
537,Oberonn,Hasselt,Action,Discount Store,1
538,Oberonn,Hasselt,Kariboe,Sporting Goods Shop,1
539,Oberonn,Hasselt,GAMMA,Hardware Store,1
540,Oberonn,Hasselt,Circus Jojo,Hobby Shop,1
541,Oberonn,Hasselt,Maison Stout,Hotel,1
542,Oberonn,Hasselt,BMW van Osch,Auto Dealership,1
543,Oberonn,Hasselt,Winsol Hasselt,Office,1
544,Oberonn,Hasselt,Matrassenland Slaapcomfort Greven,Mattress Store,1
545,Oberonn,Hasselt,AHL,Factory,1
546,Oberonn,Hasselt,visual merchandising,College Classroom,1
547,Oberonn,Hasselt,A.H.L. bvba,Hardware Store,1
548,Oberonn,Hasselt,Mastercar,Automotive Shop,1
549,Oberonn,Hasselt,Muermans,Home Service,1
550,Oberonn,Hasselt,donkers cuypers,Funeral Home,1
551,Oberonn,Hasselt,Selfwash Express,Automotive Shop,1
552,Oberonn,Hasselt,Auping Plaza,Furniture / Home Store,1
553,Oberonn,Hasselt,Aqua Berden,Pet Store,1
554,Oberonn,Hasselt,Synergie,Recruiting Agency,1
555,Oberonn,Hasselt,Omnibeton,Factory,1
556,Oberonn,Hasselt,Halte Weg naar Genk,Bus Stop,1
557,Oberonn,Hasselt,MINI Hasselt Store,Automotive Shop,1
558,Oberonn,Hasselt,AVIA,Gas Station,1
559,Oberonn,Hasselt,Mediasoft,Office,1
560,Oberonn,Hasselt,PXL-Parking,Parking,1
561,Oberonn,Hasselt,CityDepot HQ,Office,1
562,Oberonn,Hasselt,Limburgia,Boat or Ferry,1
563,Oberonn,Hasselt,oHase,Residential Building (Apartment / Condo),1
564,Oberonn,Hasselt,The Royal Yachting Bridge,Bridge,1
565,Oberonn,Hasselt,Vitamientje Hasselt Groothandel,Fruit & Vegetable Store,1
566,Oberonn,Hasselt,SSL Studiosound & Light,Office,1
567,Oberonn,Hasselt,KTA2 105,College Classroom,1
568,Oberonn,Hasselt,C206,College Classroom,1
569,Oberonn,Hasselt,Synergy Hasselt,Tech Startup,1
570,Oberonn,Hasselt,Isolatiehal Hasselt,Factory,1
571,Oberonn,Hasselt,Selfwash Express Hand Carwash,Car Wash,1
572,Oberonn,Hasselt,Zwembad Kapermolen,Pool,1
573,Oberonn,Hasselt,Tandarts Patricia Berx,Dentist's Office,1
574,Oberonn,Hasselt,EPT Hasselt,Hardware Store,1
575,Oberonn,Hasselt,Halte Kanadastraat,Bus Stop,1
576,Yam-toto,Liège,Impasse De L'Ange,Pedestrian Plaza,1
577,Yam-toto,Liège,Yam toto,Bar,1
578,Yam-toto,Liège,impasse de la couronne,Pedestrian Plaza,1
579,Yam-toto,Liège,Impasse Venta,Pedestrian Plaza,1
580,Yam-toto,Liège,Koalaboox,IT Services,1
581,Yam-toto,Liège,Café Montjoie,Café,1
582,Yam-toto,Liège,Carrefour Express,Convenience Store,1
583,Yam-toto,Liège,Picto,Arts & Crafts Store,1
584,Yam-toto,Liège,Docteur l'Hoest,Doctor's Office,1
585,Yam-toto,Liège,la pizzeria,Pizza Place,1
586,Yam-toto,Liège,Scylla,Flower Shop,1
587,Yam-toto,Liège,Como en Casa,Vegetarian / Vegan Restaurant,1
588,Yam-toto,Liège,Cour Saint-Antoine,Plaza,1
589,Yam-toto,Liège,Collège Saint-Barthélemy,High School,1
590,Yam-toto,Liège,Collégiale Saint-Barthélemy,Church,1
591,Yam-toto,Liège,Le Thème,Belgian Restaurant,1
592,Yam-toto,Liège,La Pause en Hors,Sandwich Place,1
593,Yam-toto,Liège,Office du Tourisme,Tourist Information Center,1
594,Yam-toto,Liège,Helmo Sainte-Croix,College Academic Building,1
595,Yam-toto,Liège,Les délices d'IIlona,Italian Restaurant,1
596,Yam-toto,Liège,SV 1.2,College Classroom,1
597,Yam-toto,Liège,Les Drapiers,Art Gallery,1
598,Yam-toto,Liège,Les Brasseurs,Art Gallery,1
599,Yam-toto,Liège,Parking Saint Georges,Parking,1
600,Yam-toto,Liège,Cabinet Echevin Culture,City Hall,1
601,Yam-toto,Liège,Le Réfectoire,Sandwich Place,1
602,Yam-toto,Liège,La Cuisine de Yannick,Restaurant,1
603,Yam-toto,Liège,Hotel Hors Chateau,Hotel,1
604,Yam-toto,Liège,Pan y Sopa,Soup Place,1
605,Yam-toto,Liège,Cilou & Oli,Residential Building (Apartment / Condo),1
606,Yam-toto,Liège,Bistro'n Home,Mediterranean Restaurant,1
607,Yam-toto,Liège,Local 311,College Classroom,1
608,Yam-toto,Liège,Sainte-Croix — Local 218,College Classroom,1
609,Yam-toto,Liège,Salle Polyvalente,College Classroom,1
610,Yam-toto,Liège,C020,College Classroom,1
611,Yam-toto,Liège,Hm 2.2,College Classroom,1
612,Yam-toto,Liège,B&B Nr.5,Bed & Breakfast,1
613,Yam-toto,Liège,Café Clasico - Tapas y mas,Bar,1
614,Yam-toto,Liège,J&K Coloc' Spot,Residential Building (Apartment / Condo),1
615,Yam-toto,Liège,Délicatescence,Lingerie Store,1
616,Aux 3D Board Game Cafe,Namur,Prison de Namur,Prison,1
617,Aux 3D Board Game Cafe,Namur,SPW - Service Public de Wallonie,Government Building,1
618,Aux 3D Board Game Cafe,Namur,Ores - service IT,Office,1
619,Aux 3D Board Game Cafe,Namur,Place de la Station,Plaza,1
620,Aux 3D Board Game Cafe,Namur,Gare de Namur,Train Station,1
621,Aux 3D Board Game Cafe,Namur,Zest Fresh Juice Bar,Juice Bar,1
622,Aux 3D Board Game Cafe,Namur,La Belle Epoque,Bar,1
623,Aux 3D Board Game Cafe,Namur,Panos,Sandwich Place,1
624,Aux 3D Board Game Cafe,Namur,Voie 7,Platform,1
625,Aux 3D Board Game Cafe,Namur,Voie 8,Platform,1
626,Aux 3D Board Game Cafe,Namur,Relay,Newsstand,1
627,Aux 3D Board Game Cafe,Namur,Voie 6,Platform,1
628,Aux 3D Board Game Cafe,Namur,Voie 9,Platform,1
629,Aux 3D Board Game Cafe,Namur,42 Seilles - Ligne de bus TEC,Bus Line,1
630,Aux 3D Board Game Cafe,Namur,Voie 10,Platform,1
631,Aux 3D Board Game Cafe,Namur,Electrabel - Service SME,Coworking Space,1
632,Aux 3D Board Game Cafe,Namur,Voie 5,Platform,1
633,Aux 3D Board Game Cafe,Namur,Coworking Namur,Coworking Space,1
634,Aux 3D Board Game Cafe,Namur,Setis Wallon,Non-Profit,1
635,Aux 3D Board Game Cafe,Namur,Voie 4,Platform,1
636,Aux 3D Board Game Cafe,Namur,Voie 11,Platform,1
637,Aux 3D Board Game Cafe,Namur,Boulevard du Nord - Arrêt de bus TEC,Bus Stop,1
638,Aux 3D Board Game Cafe,Namur,Le Kebap,Kebab Restaurant,1
639,Aux 3D Board Game Cafe,Namur,Tonton Kebap,Kebab Restaurant,1
640,Aux 3D Board Game Cafe,Namur,Théâtre Jardin Passion,Comedy Club,1
641,Aux 3D Board Game Cafe,Namur,Voie 3,Platform,1
642,Aux 3D Board Game Cafe,Namur,Night & Day,Convenience Store,1
643,Aux 3D Board Game Cafe,Namur,La Friterie Namuroise,Friterie,1
644,Aux 3D Board Game Cafe,Namur,Forem Service Clientele,Coworking Space,1
645,Aux 3D Board Game Cafe,Namur,L'Avenir,Professional & Other Places,1
646,Aux 3D Board Game Cafe,Namur,L'Heure de Table,French Restaurant,1
647,Aux 3D Board Game Cafe,Namur,Distributeur BNP,ATM,1
648,Aux 3D Board Game Cafe,Namur,Arret Du 10,Bus Stop,1
649,Aux 3D Board Game Cafe,Namur,Arret Du 56,Bus Stop,1
650,Aux 3D Board Game Cafe,Namur,Starbucks,Coffee Shop,1
651,Aux 3D Board Game Cafe,Namur,L'ambassador,Bar,1
652,Aux 3D Board Game Cafe,Namur,Delhaize Shop&Go,Supermarket,1
653,Aux 3D Board Game Cafe,Namur,Kebab namur,Kebab Restaurant,1
654,Aux 3D Board Game Cafe,Namur,TEC - Place de la Station,Bus Station,1
655,Brood en Spelen,Sint-Niklaas,Comptoir des Enfants,Kids Store,1
656,Brood en Spelen,Sint-Niklaas,Blue Sky Boutique,Boutique,1
657,Brood en Spelen,Sint-Niklaas,Ante,Design Studio,1
658,Brood en Spelen,Sint-Niklaas,HEMA,Department Store,1
659,Brood en Spelen,Sint-Niklaas,'t Oneindige Verhaal,Bookstore,1
660,Brood en Spelen,Sint-Niklaas,Action,Discount Store,1
661,Brood en Spelen,Sint-Niklaas,ShopForGeek,Toy / Game Store,1
662,Brood en Spelen,Sint-Niklaas,JBC,Clothing Store,1
663,Brood en Spelen,Sint-Niklaas,Petit Beau,Baby Store,1
664,Brood en Spelen,Sint-Niklaas,Patisserie Jan Reed,Bakery,1
665,Brood en Spelen,Sint-Niklaas,Leonidas,Chocolate Shop,1
666,Brood en Spelen,Sint-Niklaas,Station Sint-Niklaas,Train Station,1
667,Brood en Spelen,Sint-Niklaas,CLBWaasland GO!,Conference Room,1
668,Brood en Spelen,Sint-Niklaas,DiMonaco,Electronics Store,1
669,Brood en Spelen,Sint-Niklaas,De Banier,Hobby Shop,1
670,Brood en Spelen,Sint-Niklaas,Carole en Landis Burgers,Burger Joint,1
671,Brood en Spelen,Sint-Niklaas,Kruidvat,Cosmetics Shop,1
672,Brood en Spelen,Sint-Niklaas,Valet pop-up store,Women's Store,1
673,Brood en Spelen,Sint-Niklaas,Brood & Spelen,Toy / Game Store,1
674,Brood en Spelen,Sint-Niklaas,Choice Juwelen,Jewelry Store,1
675,Brood en Spelen,Sint-Niklaas,PERRON 87,Gift Shop,1
676,Brood en Spelen,Sint-Niklaas,Pasta En Zo,Italian Restaurant,1
677,Brood en Spelen,Sint-Niklaas,The Shop,Accessories Store,1
678,Brood en Spelen,Sint-Niklaas,Arketto,Coffee Shop,1
679,Brood en Spelen,Sint-Niklaas,Perron 47,Furniture / Home Store,1
680,Brood en Spelen,Sint-Niklaas,Standaard Boekhandel,Bookstore,1
681,Brood en Spelen,Sint-Niklaas,Timmermans,Shoe Store,1
682,Brood en Spelen,Sint-Niklaas,G. Bastin - The complete chocolate experience,Dessert Shop,1
683,Brood en Spelen,Sint-Niklaas,Kingsalon,Salon / Barbershop,1
684,Brood en Spelen,Sint-Niklaas,Proximus Center (met Bizz Expert),Mobile Phone Shop,1
685,Brood en Spelen,Sint-Niklaas,Tiffany's Men,Men's Store,1
686,Brood en Spelen,Sint-Niklaas,Morenos,Dessert Shop,1
687,Brood en Spelen,Sint-Niklaas,B061,College Classroom,1
688,Brood en Spelen,Sint-Niklaas,Parking Verdurmenstraat,Parking,1
689,Brood en Spelen,Sint-Niklaas,F-blok,College Academic Building,1
690,Brood en Spelen,Sint-Niklaas,B134,College Classroom,1
691,Brood en Spelen,Sint-Niklaas,diba,Women's Store,1
692,Brood en Spelen,Sint-Niklaas,Sporthal,College Gym,1
693,Brood en Spelen,Sint-Niklaas,TUI,Travel Agency,1
694,Brood en Spelen,Sint-Niklaas,ALLO Telecom Sint-Niklaas,Mobile Phone Shop,1
695,De Ezel,Tongeren,Correctionele Griffie,Courthouse,1
696,De Ezel,Tongeren,Parket van de Procureur des Konings,Courthouse,1
697,De Ezel,Tongeren,Jeugdrechtbank,Courthouse,1
698,De Ezel,Tongeren,Rechtbank Eerste Aanleg,Courthouse,1
699,De Ezel,Tongeren,Tandarts Annemie Jans,Dentist's Office,1
700,De Ezel,Tongeren,Gerechtshof,Courthouse,1
701,De Ezel,Tongeren,Wekelijkse markt,Market,1
702,De Ezel,Tongeren,Raadkamer,Courthouse,1
703,De Ezel,Tongeren,Gallo-Romeins Museum,History Museum,1
704,De Ezel,Tongeren,Rechtbank Eerste Aanleg,Courthouse,1
705,De Ezel,Tongeren,Ruiters & Jageneau Advocatenassociatie,Lawyer,1
706,De Ezel,Tongeren,Teseum,History Museum,1
707,De Ezel,Tongeren,Hof van Assisen,Courthouse,1
708,De Ezel,Tongeren,Crelan,Bank,1
709,De Ezel,Tongeren,Onderzoeksrechter,Courthouse,1
710,De Ezel,Tongeren,Jeugd rechtbank,Courthouse,1
711,De Ezel,Tongeren,Rechtbank,Courthouse,1
712,De Ezel,Tongeren,Ondernemingsrechtbank Antwerpen - afdeling Tongeren,Courthouse,1
713,De Ezel,Tongeren,Museumkafee,Brasserie,1
714,De Ezel,Tongeren,Onze-Lieve-Vrouwebasiliek,Church,1
715,De Ezel,Tongeren,Arbeidsrechtbank,Courthouse,1
716,De Ezel,Tongeren,Esterella Jewellery & Watches,Jewelry Store,1
717,De Ezel,Tongeren,Vredegerecht,Courthouse,1
718,De Ezel,Tongeren,PUUR Oogst,Health Food Store,1
719,De Ezel,Tongeren,olv baseliek,Church,1
720,De Ezel,Tongeren,AXA,Bank,1
721,De Ezel,Tongeren,Jocry,Jewelry Store,1
722,De Ezel,Tongeren,Orthodontie Bertrand-Hansen,Dentist's Office,1
723,De Ezel,Tongeren,Centrum Neurologie en Fysische Geneeskunde,Doctor's Office,1
724,De Ezel,Tongeren,Caliu,Tapas Restaurant,1
725,De Ezel,Tongeren,Yves Rocher,Cosmetics Shop,1
726,De Ezel,Tongeren,Magazijn RW,Clothing Store,1
727,De Ezel,Tongeren,Het Vrijthof,Plaza,1
728,De Ezel,Tongeren,River Woods,Clothing Store,1
729,De Ezel,Tongeren,'t Vrijthof,Restaurant,1
730,De Ezel,Tongeren,Dacia Felix,Public Art,1
731,De Ezel,Tongeren,Brasserie Bazilik,Brasserie,1
732,De Ezel,Tongeren,De Kat,Coffee Shop,1
733,De Ezel,Tongeren,Agnetenklooster,General Entertainment,1
734,De Ezel,Tongeren,bistro bacchus,Bistro,1
735,Meeple People,Plovdiv,Пощенска Банка - Център За Жилищно Кредитиране,Bank,1
